OTUID	Mean	R10P10A07	R10P10A10	R10P10B03	R10P10B04	R10P10B10	R10P10B12	R10P10C03	R10P10C04	R10P10C05	R10P10C07	R10P10C10	R10P10C11	R10P10D02	R10P10D04	R10P10D05	R10P10D09	R10P10D10	R10P10E09	R10P10E10	R10P10E11	R10P10F10	R10P10F11	R10P10FO2	R10P10G10	R10P10H01	R10P10H02	R10P10H04	R10P10H09	R11P11A11	R11P11B10	R11P11C07	R11P11C10	R11P11C11	R11P11D02	R11P11E11	R12P12A02	R12P12A04	R12P12A05	R12P12A06	R12P12A08	R12P12A10	R12P12A11	R12P12A12	R12P12B03	R12P12B04	R12P12B12	R12P12BO1	R12P12C01	R12P12C03	R12P12C04	R12P12C05	R12P12C07	R12P12C10	R12P12C11	R12P12D01	R12P12D02	R12P12D03	R12P12D04	R12P12D07	R12P12D09	R12P12D10	R12P12E01	R12P12E03	R12P12E04	R12P12E07	R12P12E08	R12P12E09	R12P12E10	R12P12E12	R12P12F04	R12P12F09	R12P12F10	R12P12FO2	R12P12G02	R12P12G03	R12P12G04	R12P12G06	R12P12G07	R12P12G10	R12P12H02	R12P12H03	R12P12H04	R12P12H06	R12P12H09	R12P12H10	R12P12H11	R13P13A04	R13P13B10	R13P13B11	R13P13C04	R13P13C07	R13P13C10	R13P13C11	R13P13D04	R13P13D09	R13P13D10	R13P13E09	R13P13E10	R13P13F04	R13P13F10	R13P13FO2	R13P13G02	R13P13G06	R13P13G09	R13P13G10	R13P13H01	R13P13H06	R13P13H09	R13P13H10	R14P14B04	R14P14C03	R14P14C04	R14P14C07	R14P14D04	R14P14G10	R15P15A03	R15P15A07	R15P15B04	R15P15C01	R15P15C04	R15P15C07	R15P15C10	R15P15D02	R15P15D03	R15P15D04	R15P15D07	R15P15D09	R15P15E01	R15P15E04	R15P15E09	R15P15E10	R15P15F04	R15P15F10	R15P15H04	R15P15H06	R15P15H10	R16P16A04	R16P16A07	R16P16B03	R16P16C04	R16P16C05	R16P16C07	R16P16D02	R16P16D03	R16P16D07	R16P16E01	R16P16F04	R16P16H03	R1P1A04	R1P1A05	R1P1D01	R1P1E01	R1P1E04	R1P1F04	R1P1G02	R1P1G04	R1P1G06	R1P1H04	R2P2G02	R3P3C01	R3P3D10	R3P3H01	R5P5C11	R6P6B10	R6P6B12	R6P6D04	R6P6E11	R6P6G07	R6P6G10	R7P7A05	R7P7A11	R7P7B12	R7P7D09	R7P7E01	R7P7F10	R7P7G10	R7P7H06	R8P8A04	R8P8A11	R8P8B04	R8P8B10	R8P8C04	R8P8C07	R8P8C08	R8P8C10	R8P8C11	R8P8D07	R8P8D10	R8P8D11	R8P8E01	R8P8E07	R8P8E08	R8P8E10	R8P8E11	R8P8F03	R8P8F04	R8P8F08	R8P8F09	R8P8F10	R8P8G02	R8P8G06	R8P8G10	R8P8H01	R8P8H02	R8P8H04	R8P8H06	R8P8H07	R9P9A04	R9P9A10	R9P9A11	R9P9B03	R9P9B04	R9P9B11	R9P9C01	R9P9C03	R9P9C07	R9P9C10	R9P9C11	R9P9D07	R9P9E10	R9P9E11	R9P9F10
ASV_52	0.00214501365522189	0.3273	1.5248	0.8065	0.2886	0.4444	0	0.2198	0.7375	1.7637	0.0976	1.0345	0.1529	0	1.3682	0	0.4431	0.1969	0	0	0	0.2865	0.1828	0.4902	0.216	1.2324	0.2004	0	1.9017	0.1122	0	0.4008	0	0	0	0	0	1.139	0	1.4423	0.2169	0	0	0	0.1629	0	0	0	0	0	0.085	0	0.2378	0	0	0	0	0	0.8097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2203	0	0	0	0	0	0.1319	0	0	0	0.1805	0	0	0.1792	0	0	0.2294	0	0	0	0	0.542	0	0	0	0	0	0	0	0	0.5031	0.4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1748	0	0	0	0	0	0	0	0	1.4634	0	0	1.5054	0	0	0	0.188	0	0	0	0	0	0	0.2088	0	1.165	0.1894	0	0	0	0	0	0.2053	0.6674	0.157	0	0	0.1107	0	0	0	0.3929	0	0	0	0	0.1835	0	0	0	0	0	0	0	0.7843	0.1678	0	0	0	0	0.6623	0.5988	0.4246	0	1.1111	0.1786	0	0	0.1953	0	0	0.8511	0.8753
ASV_33	0.00210264998856181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1859	0	0	0	26.9113	5.5319	0.2188
ASV_36	0.00207017117745575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1575	0	0	0	0	0	0	0	0	0.135	0	0	0	0	0	0	0	0.1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.868	4.9505	0	0	0	0	0	0	0	0.1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44	0.00186117708859937	0.1637	0	0	0	0	0	0	0	0	0	0	0.4587	0	0.1244	0	0	0	0	0	0	0.1433	0	0	0	0.1761	0	0	0	0	0	0	0	0.224	0	0	0	0	0.1988	0	0	0	0	0	0	0.1036	0	0	0	0.1575	0	0	0	0	0	0.2037	0.0965	0	0	0	0.2278	0.087	0	0	0	0.4348	1.3722	0	0	0.9009	0.105	0.1515	0	0.1017	0.1009	0	0	0.1541	0.4405	0.3021	0	0	0	0.1572	0	0.1083	0	0	0	0	0	0	0	0.1629	0.4587	0	0	0	0	4.4715	0	0	0.404	0.188	0	0.3311	0	0	0	0.2193	0	0	0	0	0	0	0	0	0	0.2	0	0.627	0	0	0	0.2342	0	0	0	0	0	0	0.4601	0	2.2624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6304	0	0	0.5226	0.1905	1.2632	0	0	0	0	1.3825	0.2151	0.6098	0	0	0	0	0	0	0	0	0	0	0.2062	0.1942	0.1894	0	0	0.1368	0	0	0	0	0	0.1808	0.1385	0	0.2144	0	0	0	1.4371	0	0	0	0.367	0.1733	0.1151	2.8788	0	0	0	0	0	0.5034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_87	0.00175950428861519	0	0.7624	0.6048	0.1443	0.127	0	0.6593	0.7375	0.7055	0	0.4598	0.1529	0.1721	0.4975	0	0.4431	0	0.5076	0	0	0	0	1.3072	0.216	0.8803	0	0	1.1094	0	0	0	0	0	0	0.2075	0.3175	0.4556	0	0.641	0	0	0	0.2342	0.3257	0.3109	0.2058	0.2237	0	0.1575	0	0.1972	0	0.0902	0	0	0.1931	0	0.6748	0	0	0	0	0	0	0	0	0	0.1027	0	0	0	0	0	0	0	0	0.3082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1471	0	0.2294	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3774	0.8772	0	0	0	0	0	0	0.2188	0	0	0	0	0	0	0	0	0	0.1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2123	0	0	0	0	0	0.1905	0	0.1656	0	1.1382	0	0	1.7204	0	0	0	0	0	0	0	0	0	0.1389	0	0	0.1942	0	0	0.4942	0.2736	0	0	0.616	0.1112	0	0	0.4155	0.2215	0	0	0.4149	0.3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3245	0	0	0.2299	0.8889	0.1786	0	0	0	0	0	0.6383	1.5317
ASV_19	0.00172420123306512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1984	0	0	0.1692	0	0	0	0	0	0	0	0	0.1508	0	0	0	0	0	0.112	0	0	0	0	0.1988	0	0	0	0.2041	0.2342	0	0.1036	0	0	0	0	0	0.3945	0	0	0	0	0	0	0	0	0.0759	0	0.3373	0	0	0	0	0.1773	0	0	0.3151	0	0.0925	0.4069	0	0	0	0	0	0.3021	0	0	0	0	0	0.1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0	0	0	0	0	0	0	0	0.1567	0	0	0	0.2342	0	0	19.8276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4785	0	0	0	0	0	0	0	0.4942	0.2736	0	0	0	0	0	0	0.1385	0	0	0	0	0	0	0.1838	0	0	0	0	0	0.1515	0	0	0	0	0	0	0	0	0	0	0.2208	0	0	0	0	0	0	0	0	0	0	0	0
ASV_75	0.0017114921330671	0.491	1.5248	0.8065	0.2886	0.0635	0	0.2198	0.4425	0.3527	0	0.3448	0.6116	0	0	0	0.1477	0	0	0	0.1175	0	0	1.1438	0.216	1.2324	0	0.1508	0.6339	0	0	0	0	0	0	0	0	0.4556	0	0.4808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0.2053	0	0.105	0.303	0.185	0	0	0	0.0963	0	0	0	0	0	0	0	0.1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1258	1.5351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6742	0	0	0	0	0.1656	0	1.1382	0	0	1.9355	0	0.149	0	0	0	0	0	0	0.1587	0.1389	0	0.2062	0	0	0	0	0.1368	0.0606	0.1751	0.2053	0.1112	0.157	0	0.277	0	0	0	0.6224	0.5894	0	0	0	0	0.1835	0	0.0575	0	0.2119	0.4167	0	0	1.9608	0.1678	0	0	0	0.1667	0.4415	0	0.2123	0.6897	1.3333	0	0	0	0	0.2041	0	0.8511	0.4376
ASV_51	0.00160840721086091	0	0.3812	1.6129	0.2886	0.127	0	0.2198	0.6637	0.5291	0	0.5747	0.7645	0	0.8706	0	0	0	0.1692	0.3067	0	0	0	0.1634	0.432	0.5282	0	0	1.1094	0	0	0	0	0	0	0.2075	0	0.2278	0	0.8013	0	0	0.2041	0	0.1629	0.1036	0.2058	0	0.2484	0	0.085	0	0	0	0	0	0	0.1567	0.2699	0	0	0	0	0	0	0.3261	0	0	0	0	0	0	0	0	0	0	0	0.1541	0.6608	0	0	0	0.1647	0.1572	0.1319	0.1083	0	0	0	0	0.2203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0965	0	0	0	0	0	0	0	0	0.2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6504	0.2342	0	2.1505	0	0	0	0	0	0	0	0	0.1587	0	0	0.6186	0.5825	0.1894	0	0.3295	0	0	0	0	0.1112	0.314	0.1808	0	0.3322	0	0	0.1037	0.7859	0	0	0	0	0	0	0	0	0	0	0.2581	0	0	0	0	0.198	0	0	0.6623	0	0.8493	0	0.2222	0	0.1859	0	0	0	0	0.8511	0.6565
ASV_85	0.0014912010664347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5484	0	0.216	0	0.2004	0	0	0	0	0	0	0.112	0.4386	0	0	0	0.3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2203	0	0.1931	0.1567	0	0	0.0759	0.087	0.1686	0	0.1499	0	2.7444	0	0	1.3514	0.5252	0	0	0	0	0	0	0.1541	0.2203	0	0	0	0	0	0	0	0.2299	0	0	0	0	0	0	0	0	0	0	0	0	4.2005	0	0	0	0	0	0	0	0	0	0.2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3643	0.1067	0	0	0	0	0.3788	0	0	0.3067	0	0.7541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2123	0	0.7246	0.2247	0	0.5226	0.9524	0.4211	0	0	0.1626	0	0.3456	0	0.4573	0	0	0	0	0	0	0.1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1385	0	0.1072	0	0	0	0.9581	0	0	0	0.1835	0	0.1151	2.7273	0	0	0	0	0	0	0	0	0	0	0	0	0.2123	0	0	0	0	0.3322	0	0	0	0	0
ASV_71	0.0012694978775803	0	0.5083	0.6048	0	0.0635	0	0.2198	1.2537	1.2346	0	0.1149	0.3058	0	0.4975	0	0.1477	0	0	0.1534	0	0	0	0.6536	0	0.7042	0	0	0.1585	0	0	0	0	0	0	0	0	0.2278	0	0.641	0	0.1399	0	0	0.1629	0	0	0	0	0.1575	0	0	0	0	0.2203	0	0	0.1567	0.2699	0	0	0	0	0.4211	0.1499	0	0	0	0.1027	0	0.105	0.1515	0	0	0	0.2012	0	0	0	0.2014	0.2845	0	0	0	0.1319	0	0	0	0	0	0	0	0.1471	0	0	0.1269	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1484	0	0	0	0	0	0	0	0	0	0	0	0.2247	0	0	0	0	0	0	0.3252	0	0	1.7204	0	0	0	0	0	0	0	0	0	0	0	0.4124	0.1942	0	0.1328	0.3295	0	0	0	0	0	0	0	0.1385	0.2215	0	0	0.3112	0.1965	0	0	0	0	0	0	0	0.1515	0	0	0	0	0.3922	0.3356	0	0	0	0	0.4415	0	0	0.2299	0.8889	0	0	0	0	0.4082	0.1529	0	0.6565
ASV_55	0.00119183115537016	0	0.6353	0	0	0	0	0	0	0.3527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1761	0	0.1508	1.2678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1355	0	0	0	0	0	0	0	0	0.3774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3484	0.1905	0	0	0	1.4634	0	0	0.6452	0	0	0	0	2.2071	0.1996	0	0	0	0	0	0	0	0.1894	0.2656	0.1647	0	0	0	0	0	1.0989	0	0.1385	0	0	0	0.2075	0	0.1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7984	0.2123	0.2299	1.5556	2.5	0.3717	0	0.1953	0	0	0	2.1882
ASV_43	0.00103790983317188	0	0.7624	0.8065	0.1443	0.0635	0	0	0.0737	1.4109	0	0	0	0	0.3731	0	0	0	0	0	0	0	0.1828	0.3268	0	0.1761	0.6012	0	0.4754	0	0.1757	0	0	0	0	0.4149	0	0.4556	0	0.4808	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0902	0.1101	0	0	0	0.5398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1009	0	0	0	0	0	0	0	0	0	0	0	0.2299	0	0	0.2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1742	0	0	0	0	0.3252	0	0	1.5054	0	0	0	0	0	0	0	0	0	0.1389	0	0	0.1942	0.1894	0	0	0	0	0	0.4107	0	0	0	0.1385	0.3322	0	0	0.5187	0.5894	0	0	0	0	0.1835	0	0	0	0	0	0	0.0965	0.1961	0	0	0	0	0	0.2208	0.1996	0.6369	0.4598	0.2222	0.1786	0	0	0	0	0	0	0.2188
ASV_47	0.000807733910985464	0	0	0	0	0	0	0	0	0	0	0	0.1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2105	0	0.1087	1.2007	0	0	0	0	0	0	0	0	0	0.0963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1534	0	0.3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1812	0	0	0.6969	0.381	0.2105	0	0.2227	0	0	0.3456	0.2151	0	0	0	0	0	0	0	0	0	0	0	0	0.1942	0	0	0	0	0	0	0	0	0	0.7233	0	0	0.1072	0	0	0	0.3593	0	0.2058	0	2.9358	0	0	1.2121	0	0	0.3871	0	0	0	0	0	0	0	0	0	0.2123	0	0	0	0	0	0	0	0	0	0
ASV_59	0.000749836899883359	0	0.1271	2.2177	0	0.0635	0	0	0	0.1764	0	0.1149	0.3058	0	0.1244	0	0	0	0.1692	0	0	0.1433	0	0	0	0.1761	0	0	0.317	0	0	0	0	0	0	0	0	0.2278	0	0.1603	0	0	0	0	0.1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0.1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4942	0	0	0.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188	0	0	0	0	0	0.2193	0	0	0	0	0	0	0	0	0	0	0.1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813	0	0	0.4301	0	0	0	0	0	0	0	0	0	0	0	0	0.3883	0.5682	0	0.1647	0	0	0	0	0.3337	0	0	0	0.5537	0	0	0	0	0.2395	0	0	0	0	0	0	0	0	0	0	0.0965	0	0	0	0	0	0	0.6623	0	0	0	0.4444	0	0	0.1661	0	0	0	0.6383	0.2188
ASV_66	0.000682055033227236	0	0.5083	0.2016	0	0	0	0	0.1475	0.1764	0	0.1149	0.1529	0	0	0	0	0	0	0	0	0	0	0	0	0.1761	0	0	2.0602	0	0	0	0	0	0	0	0	0.2278	0	0.1603	0	0	0	0	0	0	0	0	0.1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1258	0.6579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1382	0	0	1.0753	0	0	0	0	0.5093	0	0	0	0	0	0	0	0	0	0.1328	0	0	0.0606	0	0	0	0.471	0	0	0	0	0	0.1037	0	0	0	0	0	0	0.3466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1111	0.7143	0	0	0	0	0	0	0.2188
ASV_58	0.000659461077675195	0	0	1.0081	0.4329	0.1905	0	0	0.1475	0	0	0.5747	0.4587	0	0.2488	0	0.1477	0	0.1692	0.1534	0	0	0	0	0.216	0.7042	0	0	0.4754	0	0	0	0	0	0	0	0	0	0	0.641	0	0	0	0	0	0	0	0.2237	0	0.1575	0	0	0	0	0.1101	0	0	0	0.135	0	0	0	0	0	0	0	0	0.0887	0	0	0	0	0.0925	0.1017	0	0	0	0.3082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8602	0.1524	0	0	0	0	0	0	0	0	0	0	0.2062	0	0.1894	0	0	0	0	0	0	0.1112	0	0	0	0	0	0	0	0.1965	0	0	0	0	0.1835	0	0	0	0	0	0	0	0	0	0	0	0.1247	0	0.6623	0	0	0	0.6667	0	0	0	0	0	0	0	0
ASV_68	0.000619921655459123	0.1637	0.1271	0	0	0	0	0	0	0.3527	0	0.1149	0	0	0.1244	0	0	0	0	0	0	0	0	0.3268	0	0.5282	0	0	0.7924	0	0	0	0	0	0	0	0.1587	0.2278	0	0.1603	0	0	0	0	0	0	0	0	0.1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.626	0	0	1.2903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.471	0	0	0	0	0	0	0	0.1198	0	0	0	0	0	0	0	0	0	0	0	0.1961	0.1678	0	0.396	0	0	0.2208	0.5988	0	0	0.6667	0	0	0	0	0	0	0	0.6565
ASV_91	0.000608624677683103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5435	0.1715	0	0	0.9009	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0325	0	0	0	0	0	0	0	0	0	0.2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2525	0	0	0	0	0.4525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2123	0.1748	0.7246	0	0	0.3484	0	0.2105	0	0	0	0	0.576	0	0.6098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7186	0	0	0	0.5505	0	0	0.7576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_95	0.000453291233262821	0	0.1271	0.2016	0	0	0	0.4396	0	0.7055	0	0	0	0	0.1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2516	0.4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3008	0.2342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157	0	0	0	0	0	0	0.3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1996	0	0	0.8889	0	0	0	0	0	0	0	0.4376
ASV_86	0.000443406377708803	0	0.1271	0.4032	0	0	0	0.4396	0.0737	0.1764	0	0.1149	0.1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9756	0	0	0.4301	0	0	0	0	0.3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157	0	0	0	0	0	0.1037	0.1965	0.2395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1996	0	0	0.6667	1.25	0	0	0	0	0	0.2128	0
ASV_76	0.00042504878882277	0	0.1271	0.6048	0	0	0	0	0	0.1764	0.0976	0.1149	0.3058	0.1721	0.2488	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0	0	0	0	0	0	0.1087	0	0	0	0	0	0	0	0	0	0	0	0.1541	0	0	0	0	0	0	0.1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2193	0	0	0	0	0.1931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1626	0	0	0	0	0	0	0	0.3396	0	0	0	0	0	0	0	0	0.1894	0	0.1647	0	0	0	0.4107	0.3337	0.157	0	0	0	0	0	0	0	0.1198	0	0	0	0	0	0	0	0	0	0	0.0965	0	0	0	0	0	0	0.2208	0	0	0	0.8889	0	0	0	0	0	0	0.4255	0.2188
ASV_13	0.000423636666600768	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2278	0.1988	0	0	0	0	0	0	0.4145	0.2058	0	0	0	0	0	0.1189	0.0902	0.2203	0	0	0.1567	0.2699	0	0.0759	0	0.3373	0	0	0	0	0.266	0	0	0.105	0	0	0	0	0.4024	0	0	0	0	0	0	0.1647	0.1572	0	0.1083	0	0	0	0	0	0	0	0	0.2294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4386	0	0	0	0	0.1931	0	0	0	0	0	0	0	0	0	0	0.7026	0	0	0	0	0	0.1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4107	0.2225	0	0.1808	0	0	0	0	0	0	0	0	0	0	0	0	0.1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
